Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Goats,AM,Abnormal Respiratory Signs,2017-04,England,9,1483,60,0.607
Goats,AM,Abnormal Respiratory Signs,2017-05,England,6,1341,62,0.447
Goats,AM,Abnormal Respiratory Signs,2017-06,England,14,1252,65,1.118
Goats,AM,Dead in Lairage (DIL),2017-04,England,4,1483,60,0.27
Goats,AM,Dead in Lairage (DIL),2017-05,England,2,1341,62,0.149
Goats,AM,Dead in Lairage (DIL),2017-06,England,1,1252,65,0.08
Goats,AM,Emaciation,2017-04,England,3,1483,60,0.202
Goats,AM,Emaciation,2017-05,England,3,1341,62,0.224
Goats,AM,Emaciation,2017-06,England,6,1252,65,0.479
Goats,AM,Eye Condition,2017-04,England,5,1483,60,0.337
Goats,AM,Eye Condition,2017-05,England,1,1341,62,0.075
Goats,AM,Eye Condition,2017-06,England,2,1252,65,0.16
Goats,AM,Lameness - Foot Lesion(s),2017-04,England,5,1483,60,0.337
Goats,AM,Lameness - Foot Lesion(s),2017-05,England,12,1341,62,0.895
Goats,AM,Lameness - Foot Lesion(s),2017-06,England,11,1252,65,0.879
Goats,AM,Lameness - Foot Lesion(s),2017-05,Wales,1,24,5,4.167
Goats,AM,Lameness - Joint/Leg Lesion(s),2017-04,England,8,1483,60,0.539
Goats,AM,Lameness - Joint/Leg Lesion(s),2017-05,England,10,1341,62,0.746
Goats,AM,Lameness - Joint/Leg Lesion(s),2017-06,England,1,1252,65,0.08
Goats,AM,Lameness - Not Defined,2017-04,England,3,1483,60,0.202
Goats,AM,Lameness - Not Defined,2017-06,England,4,1252,65,0.319
Goats,AM,Lameness - Not Defined,2017-06,Wales,1,30,5,3.333
Goats,AM,"Localised Swelling/ Lumps (e.g. Abscess, Tumour)",2017-04,England,7,1483,60,0.472
Goats,AM,"Localised Swelling/ Lumps (e.g. Abscess, Tumour)",2017-05,England,10,1341,62,0.746
Goats,AM,"Localised Swelling/ Lumps (e.g. Abscess, Tumour)",2017-06,England,11,1252,65,0.879
Goats,AM,"Localised Swelling/ Lumps (e.g. Abscess, Tumour)",2017-04,Wales,1,37,4,2.703
Goats,AM,Mastitis,2017-04,England,10,1483,60,0.674
Goats,AM,Mastitis,2017-05,England,15,1341,62,1.119
Goats,AM,Mastitis,2017-06,England,4,1252,65,0.319
Goats,AM,Moribund/ Recumbent,2017-04,England,1,1483,60,0.067
Goats,AM,Moribund/ Recumbent,2017-06,England,1,1252,65,0.08
Goats,AM,Prolapsed,2017-05,England,1,1341,62,0.075
Goats,AM,Prolapsed,2017-06,England,1,1252,65,0.08
Goats,AM,Skin Condition,2017-04,England,22,1483,60,1.483
Goats,AM,Skin Condition,2017-05,England,18,1341,62,1.342
Goats,AM,Skin Condition,2017-06,England,3,1252,65,0.24
Goats,AM,Slaughtered in Lairage,2017-04,England,2,1483,60,0.135
Goats,AM,Trauma - Soft Tissue,2017-06,England,1,1252,65,0.08
Goats,Carcase,Abscess Forequarters,2017-04,England,39,1483,60,2.63
Goats,Carcase,Abscess Forequarters,2017-05,England,9,1341,62,0.671
Goats,Carcase,Abscess Forequarters,2017-06,England,8,1252,65,0.639
Goats,Carcase,Abscess Hindquarters,2017-04,England,8,1483,60,0.539
Goats,Carcase,Abscess Hindquarters,2017-05,England,4,1341,62,0.298
Goats,Carcase,Abscess Hindquarters,2017-06,England,9,1252,65,0.719
Goats,Carcase,Abscess Hindquarters,2017-06,Wales,1,30,5,3.333
Goats,Carcase,Abscess Neck,2017-04,England,25,1483,60,1.686
Goats,Carcase,Abscess Neck,2017-05,England,15,1341,62,1.119
Goats,Carcase,Abscess Neck,2017-06,England,5,1252,65,0.399
Goats,Carcase,Bruising ? Traumatic,2017-05,England,2,1341,62,0.149
Goats,Carcase,Bruising ? Traumatic,2017-06,England,1,1252,65,0.08
Goats,Carcase,C. Ovis (Carcase),2017-05,England,1,1341,62,0.075
Goats,Carcase,Contamination,2017-04,England,32,1483,60,2.158
Goats,Carcase,Contamination,2017-05,England,6,1341,62,0.447
Goats,Carcase,Contamination,2017-06,England,19,1252,65,1.518
Goats,Carcase,Hydatid Cyst,2017-06,England,4,1252,65,0.319
Goats,Carcase,Joint Lesions,2017-04,England,7,1483,60,0.472
Goats,Carcase,Joint Lesions,2017-05,England,8,1341,62,0.597
Goats,Carcase,Joint Lesions,2017-06,England,7,1252,65,0.559
Goats,Carcase,Joint Lesions,2017-04,Wales,1,37,4,2.703
Goats,Carcase,Other,2017-04,England,28,1483,60,1.888
Goats,Carcase,Other,2017-05,England,18,1341,62,1.342
Goats,Carcase,Other,2017-06,England,6,1252,65,0.479
Goats,Offal,C. Tenuicollis,2017-04,England,23,1483,60,1.551
Goats,Offal,C. Tenuicollis,2017-05,England,19,1341,62,1.417
Goats,Offal,C. Tenuicollis,2017-06,England,17,1252,65,1.358
Goats,Offal,C. Tenuicollis,2017-04,Wales,2,37,4,5.405
Goats,Offal,C. Tenuicollis,2017-06,Wales,2,30,5,6.667
Goats,Offal,Contamination,2017-04,England,11,1483,60,0.742
Goats,Offal,Contamination,2017-05,England,8,1341,62,0.597
Goats,Offal,Contamination,2017-06,England,3,1252,65,0.24
Goats,Offal,Contamination,2017-04,Wales,2,37,4,5.405
Goats,Offal,Contamination,2017-06,Wales,1,30,5,3.333
Goats,Offal,Fluke Immature,2017-04,England,1,1483,60,0.067
Goats,Offal,Fluke Immature,2017-05,England,1,1341,62,0.075
Goats,Offal,Fluke Mature,2017-04,England,87,1483,60,5.866
Goats,Offal,Fluke Mature,2017-05,England,11,1341,62,0.82
Goats,Offal,Fluke Mature,2017-06,England,8,1252,65,0.639
Goats,Offal,Fluke Mature,2017-04,Wales,2,37,4,5.405
Goats,Offal,Fluke Mature,2017-06,Wales,1,30,5,3.333
Goats,Offal,Historic Liver Scarring,2017-04,England,4,1483,60,0.27
Goats,Offal,Historic Liver Scarring,2017-05,England,11,1341,62,0.82
Goats,Offal,Historic Liver Scarring,2017-06,England,11,1252,65,0.879
Goats,Offal,Lung Abscesses,2017-04,England,9,1483,60,0.607
Goats,Offal,Lung Abscesses,2017-05,England,7,1341,62,0.522
Goats,Offal,Lung Abscesses,2017-06,England,4,1252,65,0.319
Goats,Offal,Lung Worm ,2017-04,England,44,1483,60,2.967
Goats,Offal,Lung Worm ,2017-05,England,9,1341,62,0.671
Goats,Offal,Lung Worm ,2017-06,England,12,1252,65,0.958
Goats,Offal,Lung Worm ,2017-04,Wales,3,37,4,8.108
Goats,Offal,Lung Worm ,2017-05,Wales,8,24,5,33.333
Goats,Offal,Lung Worm ,2017-06,Wales,2,30,5,6.667
Goats,Offal,Other,2017-04,England,26,1483,60,1.753
Goats,Offal,Other,2017-05,England,16,1341,62,1.193
Goats,Offal,Other,2017-06,England,23,1252,65,1.837
Goats,Offal,Other,2017-05,Wales,2,24,5,8.333
Goats,Offal,Other,2017-06,Wales,1,30,5,3.333
Goats,Offal,Pneumonia Mycoplasma Like,2017-04,England,20,1483,60,1.349
Goats,Offal,Pneumonia Mycoplasma Like,2017-05,England,24,1341,62,1.79
Goats,Offal,Pneumonia Mycoplasma Like,2017-06,England,40,1252,65,3.195
Goats,Offal,Pneumonia Mycoplasma Like,2017-04,Wales,1,37,4,2.703
Goats,Offal,Pneumonia Mycoplasma Like,2017-06,Wales,2,30,5,6.667
Goats,Offal,Pneumonia Pasteurella Like,2017-04,England,17,1483,60,1.146
Goats,Offal,Pneumonia Pasteurella Like,2017-05,England,22,1341,62,1.641
Goats,Offal,Pneumonia Pasteurella Like,2017-06,England,16,1252,65,1.278
Goats,Offal,Pneumonia Pasteurella Like,2017-04,Wales,2,37,4,5.405
Goats,Total Rejection,Emaciation/Generalised Oedema,2017-04,England,2,1483,60,0.135
Goats,Total Rejection,Multiple Abscesses/Pyaemia,2017-04,England,3,1483,60,0.202
Goats,Total Rejection,Multiple Abscesses/Pyaemia,2017-04,Wales,1,37,4,2.703
Goats,Total Rejection,Septicaemia/Fever,2017-04,England,2,1483,60,0.135
Goats,Total Rejection,Septicaemia/Fever,2017-06,England,2,1252,65,0.16
Sheep,AM,Abnormal Respiratory Signs,2017-04,England,6094,732846,142,0.832
Sheep,AM,Abnormal Respiratory Signs,2017-05,England,5815,787472,143,0.738
Sheep,AM,Abnormal Respiratory Signs,2017-06,England,4275,797495,145,0.536
Sheep,AM,Abnormal Respiratory Signs,2017-04,Wales,1005,210384,19,0.478
Sheep,AM,Abnormal Respiratory Signs,2017-05,Wales,629,191300,19,0.329
Sheep,AM,Abnormal Respiratory Signs,2017-06,Wales,390,214053,19,0.182
Sheep,AM,Abnormal Swelling (e.g. Bloat),2017-04,England,42,732846,142,0.006
Sheep,AM,Abnormal Swelling (e.g. Bloat),2017-05,England,34,787472,143,0.004
Sheep,AM,Abnormal Swelling (e.g. Bloat),2017-06,England,30,797495,145,0.004
Sheep,AM,Abnormal Swelling (e.g. Bloat),2017-05,Wales,1,191300,19,0.001
Sheep,AM,Dead in Lairage (DIL),2017-04,England,236,732846,142,0.032
Sheep,AM,Dead in Lairage (DIL),2017-05,England,273,787472,143,0.035
Sheep,AM,Dead in Lairage (DIL),2017-06,England,189,797495,145,0.024
Sheep,AM,Dead in Lairage (DIL),2017-04,Wales,45,210384,19,0.021
Sheep,AM,Dead in Lairage (DIL),2017-05,Wales,18,191300,19,0.009
Sheep,AM,Dead in Lairage (DIL),2017-06,Wales,8,214053,19,0.004
Sheep,AM,Dead on Arrival (DOA),2017-04,England,96,732846,142,0.013
Sheep,AM,Dead on Arrival (DOA),2017-05,England,102,787472,143,0.013
Sheep,AM,Dead on Arrival (DOA),2017-06,England,53,797495,145,0.007
Sheep,AM,Dead on Arrival (DOA),2017-04,Wales,48,210384,19,0.023
Sheep,AM,Dead on Arrival (DOA),2017-05,Wales,20,191300,19,0.01
Sheep,AM,Dead on Arrival (DOA),2017-06,Wales,8,214053,19,0.004
Sheep,AM,Dermatitis,2017-06,England,1,797495,145,0
Sheep,AM,Emaciation,2017-04,England,118,732846,142,0.016
Sheep,AM,Emaciation,2017-05,England,110,787472,143,0.014
Sheep,AM,Emaciation,2017-06,England,126,797495,145,0.016
