Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Sheep,AnteMortem,Prolapsed,2018-07,Wales,29,265665,19,0.011
Sheep,AnteMortem,Prolapsed,2018-08,Wales,15,318698,19,0.005
Sheep,AnteMortem,Prolapsed,2018-09,Wales,6,310058,19,0.002
Sheep,AnteMortem,Residues  *,2018-07,England,2,704944,140,0
Sheep,AnteMortem,Sheep Scab ,2018-07,England,17,704944,140,0.002
Sheep,AnteMortem,Sheep Scab ,2018-08,England,14,886565,141,0.002
Sheep,AnteMortem,Sheep Scab ,2018-09,England,131,642372,139,0.02
Sheep,AnteMortem,Sheep Scab ,2018-07,Wales,1,265665,19,0
Sheep,AnteMortem,Skin Condition,2018-07,England,764,704944,140,0.108
Sheep,AnteMortem,Skin Condition,2018-08,England,849,886565,141,0.096
Sheep,AnteMortem,Skin Condition,2018-09,England,590,642372,139,0.092
Sheep,AnteMortem,Skin Condition,2018-07,Wales,198,265665,19,0.075
Sheep,AnteMortem,Skin Condition,2018-08,Wales,253,318698,19,0.079
Sheep,AnteMortem,Skin Condition,2018-09,Wales,341,310058,19,0.11
Sheep,AnteMortem,Slaughtered in Lairage,2018-07,England,12,704944,140,0.002
Sheep,AnteMortem,Slaughtered in Lairage,2018-08,England,7,886565,141,0.001
Sheep,AnteMortem,Slaughtered in Lairage,2018-09,England,10,642372,139,0.002
Sheep,AnteMortem,Slaughtered in Lairage,2018-08,Wales,2,318698,19,0.001
Sheep,AnteMortem,Suspect Emaciation/Poor Condition,2018-07,England,2,704944,140,0
Sheep,AnteMortem,Trauma - Fracture/Dislocations,2018-07,England,3,704944,140,0
Sheep,AnteMortem,Trauma - Fracture/Dislocations,2018-08,England,1,886565,141,0
Sheep,AnteMortem,Trauma - Fracture/Dislocations,2018-09,England,3,642372,139,0
Sheep,AnteMortem,Trauma - Fracture/Dislocations,2018-07,Wales,1,265665,19,0
Sheep,AnteMortem,Trauma - Fracture/Dislocations,2018-08,Wales,1,318698,19,0
Sheep,AnteMortem,Trauma - Fracture/Dislocations,2018-09,Wales,3,310058,19,0.001
Sheep,AnteMortem,Trauma - Soft Tissue,2018-07,England,19,704944,140,0.003
Sheep,AnteMortem,Trauma - Soft Tissue,2018-08,England,34,886565,141,0.004
Sheep,AnteMortem,Trauma - Soft Tissue,2018-09,England,17,642372,139,0.003
Sheep,AnteMortem,Trauma - Soft Tissue,2018-07,Wales,5,265665,19,0.002
Sheep,AnteMortem,Trauma - Soft Tissue,2018-08,Wales,6,318698,19,0.002
Sheep,AnteMortem,Trauma - Soft Tissue,2018-09,Wales,3,310058,19,0.001
Sheep,Carcase,Abscess Forequarters,2018-07,England,5873,704944,140,0.833
Sheep,Carcase,Abscess Forequarters,2018-08,England,8917,886565,141,1.006
Sheep,Carcase,Abscess Forequarters,2018-09,England,5387,642372,139,0.839
Sheep,Carcase,Abscess Forequarters,2018-07,Wales,1041,265665,19,0.392
Sheep,Carcase,Abscess Forequarters,2018-08,Wales,1276,318698,19,0.4
Sheep,Carcase,Abscess Forequarters,2018-09,Wales,1087,310058,19,0.351
Sheep,Carcase,Abscess Hindquarters,2018-07,England,2706,704944,140,0.384
Sheep,Carcase,Abscess Hindquarters,2018-08,England,3910,886565,141,0.441
Sheep,Carcase,Abscess Hindquarters,2018-09,England,2358,642372,139,0.367
Sheep,Carcase,Abscess Hindquarters,2018-07,Wales,511,265665,19,0.192
Sheep,Carcase,Abscess Hindquarters,2018-08,Wales,380,318698,19,0.119
Sheep,Carcase,Abscess Hindquarters,2018-09,Wales,624,310058,19,0.201
Sheep,Carcase,Abscess Neck,2018-07,England,5717,704944,140,0.811
Sheep,Carcase,Abscess Neck,2018-08,England,7290,886565,141,0.822
Sheep,Carcase,Abscess Neck,2018-09,England,5281,642372,139,0.822
Sheep,Carcase,Abscess Neck,2018-07,Wales,1376,265665,19,0.518
Sheep,Carcase,Abscess Neck,2018-08,Wales,1484,318698,19,0.466
Sheep,Carcase,Abscess Neck,2018-09,Wales,1359,310058,19,0.438
