???Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Goats,Offal,Hydatid Cyst,2020-04,England,4,1360,58,0.294
Goats,Offal,Hydatid Cyst,2020-05,England,3,5428,57,0.055
Goats,Offal,Hydatid Cyst,2020-06,England,2,1769,65,0.113
Goats,Offal,Lung Abscesses,2020-04,England,6,1360,58,0.441
Goats,Offal,Lung Abscesses,2020-05,England,21,5428,57,0.387
Goats,Offal,Lung Abscesses,2020-06,England,6,1769,65,0.339
Goats,Offal,Lung Worm ,2020-04,England,16,1360,58,1.176
Goats,Offal,Lung Worm ,2020-05,England,173,5428,57,3.187
Goats,Offal,Lung Worm ,2020-06,England,55,1769,65,3.109
Goats,Offal,Lung Worm ,2020-04,Wales,1,8,3,12.5
Goats,Offal,Lung Worm ,2020-06,Wales,1,25,7,4
Goats,Offal,Other,2020-04,England,12,1360,58,0.882
Goats,Offal,Other,2020-05,England,36,5428,57,0.663
Goats,Offal,Other,2020-06,England,34,1769,65,1.922
Goats,Offal,Pneumonia Mycoplasma Like,2020-04,England,58,1360,58,4.265
Goats,Offal,Pneumonia Mycoplasma Like,2020-05,England,118,5428,57,2.174
Goats,Offal,Pneumonia Mycoplasma Like,2020-06,England,107,1769,65,6.049
Goats,Offal,Pneumonia Mycoplasma Like,2020-04,Wales,2,8,3,25
Goats,Offal,Pneumonia Mycoplasma Like,2020-05,Wales,2,24,5,8.333
Goats,Offal,Pneumonia Mycoplasma Like,2020-06,Wales,1,25,7,4
Goats,Offal,Pneumonia Pasteurella Like,2020-05,England,50,5428,57,0.921
Goats,Offal,Pneumonia Pasteurella Like,2020-06,England,26,1769,65,1.47
Goats,Total Rejection,Cysticercus ovis (Generalised),2020-06,England,1,1769,65,0.057
Goats,Total Rejection,Emaciation/Generalised Oedema,2020-04,England,1,1360,58,0.074
Goats,Total Rejection,Emaciation/Generalised Oedema,2020-05,England,2,5428,57,0.037
Goats,Total Rejection,Emaciation/Generalised Oedema,2020-06,England,1,1769,65,0.057
Goats,Total Rejection,Multiple Abscesses/Pyaemia,2020-04,England,1,1360,58,0.074
Goats,Total Rejection,Multiple Abscesses/Pyaemia,2020-05,England,3,5428,57,0.055
Goats,Total Rejection,Multiple Abscesses/Pyaemia,2020-06,England,1,1769,65,0.057
Goats,Total Rejection,Other,2020-05,England,1,5428,57,0.018
Goats,Total Rejection,Polyarthritis,2020-05,England,4,5428,57,0.074
Goats,Total Rejection,Septicaemia/Fever,2020-05,England,2,5428,57,0.037
Goats,Total Rejection,Septicaemia/Fever,2020-06,England,1,1769,65,0.057
Sheep,AnteMortem,Abnormal Respiratory Signs,2020-04,England,7237,686671,125,1.054
Sheep,AnteMortem,Abnormal Respiratory Signs,2020-05,England,6923,712039,126,0.972
Sheep,AnteMortem,Abnormal Respiratory Signs,2020-06,England,6230,797985,124,0.781
Sheep,AnteMortem,Abnormal Respiratory Signs,2020-06,England,1,797985,124,0
Sheep,AnteMortem,Abnormal Respiratory Signs,2020-04,Wales,827,160060,16,0.517
Sheep,AnteMortem,Abnormal Respiratory Signs,2020-05,Wales,673,165979,16,0.405
Sheep,AnteMortem,Abnormal Respiratory Signs,2020-05,Wales,4,165979,16,0.002
