Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Sheep,AnteMortem,Prolapsed,2020-10,England,9,878680,121,0.001
Sheep,AnteMortem,Prolapsed,2020-11,England,4,870282,124,0
Sheep,AnteMortem,Prolapsed,2020-12,England,5,960238,122,0.001
Sheep,AnteMortem,Prolapsed,2020-10,Wales,2,282027,16,0.001
Sheep,AnteMortem,Prolapsed,2020-11,Wales,1,260937,16,0
Sheep,AnteMortem,Prolapsed,2020-12,Wales,1,255979,16,0
Sheep,AnteMortem,Sheep Scab ,2020-10,England,3,878680,121,0
Sheep,AnteMortem,Sheep Scab ,2020-11,England,7,870282,124,0.001
Sheep,AnteMortem,Sheep Scab ,2020-10,Wales,17,282027,16,0.006
Sheep,AnteMortem,Sheep Scab ,2020-11,Wales,42,260937,16,0.016
Sheep,AnteMortem,Sheep Scab ,2020-12,Wales,14,255979,16,0.005
Sheep,AnteMortem,Skin Condition,2020-10,England,471,878680,121,0.054
Sheep,AnteMortem,Skin Condition,2020-11,England,484,870282,124,0.056
Sheep,AnteMortem,Skin Condition,2020-12,England,3,960238,122,0
Sheep,AnteMortem,Skin Condition,2020-12,England,458,960238,122,0.048
Sheep,AnteMortem,Skin Condition,2020-10,Wales,119,282027,16,0.042
Sheep,AnteMortem,Skin Condition,2020-11,Wales,105,260937,16,0.04
Sheep,AnteMortem,Skin Condition,2020-12,Wales,127,255979,16,0.05
Sheep,AnteMortem,Slaughtered in Lairage,2020-10,England,34,878680,121,0.004
Sheep,AnteMortem,Slaughtered in Lairage,2020-10,England,16,878680,121,0.002
Sheep,AnteMortem,Slaughtered in Lairage,2020-11,England,19,870282,124,0.002
Sheep,AnteMortem,Slaughtered in Lairage,2020-11,England,13,870282,124,0.001
Sheep,AnteMortem,Slaughtered in Lairage,2020-12,England,40,960238,122,0.004
Sheep,AnteMortem,Slaughtered in Lairage,2020-12,England,18,960238,122,0.002
Sheep,AnteMortem,Slaughtered in Lairage,2020-10,Wales,7,282027,16,0.002
Sheep,AnteMortem,Slaughtered in Lairage,2020-10,Wales,5,282027,16,0.002
Sheep,AnteMortem,Slaughtered in Lairage,2020-11,Wales,7,260937,16,0.003
Sheep,AnteMortem,Slaughtered in Lairage,2020-11,Wales,7,260937,16,0.003
Sheep,AnteMortem,Slaughtered in Lairage,2020-12,Wales,5,255979,16,0.002
Sheep,AnteMortem,Slaughtered in Lairage,2020-12,Wales,5,255979,16,0.002
Sheep,AnteMortem,Trauma - Fracture/Dislocations,2020-10,England,5,878680,121,0.001
Sheep,AnteMortem,Trauma - Fracture/Dislocations,2020-10,England,1,878680,121,0
Sheep,AnteMortem,Trauma - Fracture/Dislocations,2020-12,England,4,960238,122,0
Sheep,AnteMortem,Trauma - Fracture/Dislocations,2020-12,Wales,1,255979,16,0
Sheep,AnteMortem,Trauma - Soft Tissue,2020-10,England,8,878680,121,0.001
Sheep,AnteMortem,Trauma - Soft Tissue,2020-11,England,13,870282,124,0.001
Sheep,AnteMortem,Trauma - Soft Tissue,2020-12,England,19,960238,122,0.002
Sheep,AnteMortem,Trauma - Soft Tissue,2020-11,Wales,4,260937,16,0.002
Sheep,AnteMortem,Trauma - Soft Tissue,2020-12,Wales,1,255979,16,0
Sheep,Carcase,Abscess Forequarters,2020-10,England,7232,878680,121,0.823
Sheep,Carcase,Abscess Forequarters,2020-11,England,6474,870282,124,0.744
Sheep,Carcase,Abscess Forequarters,2020-12,England,6594,960238,122,0.687
Sheep,Carcase,Abscess Forequarters,2020-10,Wales,658,282027,16,0.233
Sheep,Carcase,Abscess Forequarters,2020-11,Wales,854,260937,16,0.327
Sheep,Carcase,Abscess Forequarters,2020-12,Wales,1198,255979,16,0.468
Sheep,Carcase,Abscess Hindquarters,2020-10,England,3075,878680,121,0.35
Sheep,Carcase,Abscess Hindquarters,2020-11,England,2546,870282,124,0.293
Sheep,Carcase,Abscess Hindquarters,2020-12,England,2582,960238,122,0.269
Sheep,Carcase,Abscess Hindquarters,2020-10,Wales,375,282027,16,0.133
Sheep,Carcase,Abscess Hindquarters,2020-11,Wales,950,260937,16,0.364
Sheep,Carcase,Abscess Hindquarters,2020-12,Wales,688,255979,16,0.269
Sheep,Carcase,Abscess Neck,2020-10,England,7286,878680,121,0.829
Sheep,Carcase,Abscess Neck,2020-11,England,6508,870282,124,0.748
Sheep,Carcase,Abscess Neck,2020-12,England,6593,960238,122,0.687
Sheep,Carcase,Abscess Neck,2020-10,Wales,1288,282027,16,0.457
Sheep,Carcase,Abscess Neck,2020-11,Wales,994,260937,16,0.381
Sheep,Carcase,Abscess Neck,2020-12,Wales,1689,255979,16,0.66
Sheep,Carcase,Bruising – Traumatic,2020-10,England,1184,878680,121,0.135
Sheep,Carcase,Bruising – Traumatic,2020-11,England,1024,870282,124,0.118
Sheep,Carcase,Bruising – Traumatic,2020-12,England,1099,960238,122,0.114
Sheep,Carcase,Bruising – Traumatic,2020-10,Wales,453,282027,16,0.161
Sheep,Carcase,Bruising – Traumatic,2020-11,Wales,472,260937,16,0.181
Sheep,Carcase,Bruising – Traumatic,2020-12,Wales,661,255979,16,0.258
Sheep,Carcase,Bruising – Wool Pull,2020-10,England,1255,878680,121,0.143
Sheep,Carcase,Bruising – Wool Pull,2020-11,England,1146,870282,124,0.132
Sheep,Carcase,Bruising – Wool Pull,2020-12,England,889,960238,122,0.093
