Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Goats,AnteMortem,Abnormal Respiratory Signs,2019-07,England,2,1881,72,0.106
Goats,AnteMortem,Abnormal Respiratory Signs,2019-08,England,13,1942,68,0.669
Goats,AnteMortem,Abnormal Respiratory Signs,2019-09,England,12,813,45,1.476
Goats,AnteMortem,Abnormal Swelling (e.g. Bloat),2019-07,England,1,1881,72,0.053
Goats,AnteMortem,Emaciation,2019-08,England,2,1942,68,0.103
Goats,AnteMortem,Eye Condition,2019-08,England,1,1942,68,0.051
Goats,AnteMortem,Eye Condition,2019-09,England,2,813,45,0.246
Goats,AnteMortem,Lameness - Foot Lesion(s),2019-07,England,2,1881,72,0.106
Goats,AnteMortem,Lameness - Foot Lesion(s),2019-08,England,3,1942,68,0.154
Goats,AnteMortem,Lameness - Joint/Leg Lesion(s),2019-07,England,5,1881,72,0.266
Goats,AnteMortem,Lameness - Joint/Leg Lesion(s),2019-08,England,5,1942,68,0.257
Goats,AnteMortem,Lameness - Joint/Leg Lesion(s),2019-09,England,2,813,45,0.246
Goats,AnteMortem,Lameness - Not Defined,2019-07,England,3,1881,72,0.159
Goats,AnteMortem,Lameness - Not Defined,2019-08,England,12,1942,68,0.618
Goats,AnteMortem,Lameness - Not Defined,2019-09,England,7,813,45,0.861
Goats,AnteMortem,"Localised Swelling/ Lumps (e.g. Abscess, Tumour)",2019-07,England,2,1881,72,0.106
Goats,AnteMortem,"Localised Swelling/ Lumps (e.g. Abscess, Tumour)",2019-08,England,5,1942,68,0.257
Goats,AnteMortem,"Localised Swelling/ Lumps (e.g. Abscess, Tumour)",2019-09,England,10,813,45,1.23
Goats,AnteMortem,Mastitis,2019-07,England,1,1881,72,0.053
Goats,AnteMortem,Mastitis,2019-08,England,6,1942,68,0.309
Goats,AnteMortem,Mastitis,2019-09,England,3,813,45,0.369
Goats,AnteMortem,Other *,2019-08,England,2,1942,68,0.103
Goats,AnteMortem,Other *,2019-09,England,2,813,45,0.246
Goats,AnteMortem,Prolapsed,2019-08,England,1,1942,68,0.051
Goats,AnteMortem,Skin Condition,2019-07,England,3,1881,72,0.159
Goats,AnteMortem,Skin Condition,2019-08,England,4,1942,68,0.206
Goats,AnteMortem,Slaughtered in Lairage,2019-08,England,2,1942,68,0.103
