Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Sheep,AnteMortem,Sheep Scab ,2018-04,Wales,8,151597,19,0.005
Sheep,AnteMortem,Sheep Scab ,2018-05,Wales,53,183962,19,0.029
Sheep,AnteMortem,Skin Condition,2018-04,England,1292,636003,141,0.203
Sheep,AnteMortem,Skin Condition,2018-05,England,1795,692840,139,0.259
Sheep,AnteMortem,Skin Condition,2018-06,England,1104,614959,142,0.18
Sheep,AnteMortem,Skin Condition,2018-04,Wales,637,151597,19,0.42
Sheep,AnteMortem,Skin Condition,2018-05,Wales,1295,183962,19,0.704
Sheep,AnteMortem,Skin Condition,2018-06,Wales,411,182658,19,0.225
Sheep,AnteMortem,Slaughtered in Lairage,2018-04,England,30,636003,141,0.005
Sheep,AnteMortem,Slaughtered in Lairage,2018-05,England,7,692840,139,0.001
Sheep,AnteMortem,Slaughtered in Lairage,2018-06,England,13,614959,142,0.002
Sheep,AnteMortem,Slaughtered in Lairage,2018-04,Wales,1,151597,19,0.001
Sheep,AnteMortem,Slaughtered in Lairage,2018-05,Wales,3,183962,19,0.002
Sheep,AnteMortem,Trauma - Fracture/Dislocations,2018-04,England,6,636003,141,0.001
Sheep,AnteMortem,Trauma - Fracture/Dislocations,2018-05,England,13,692840,139,0.002
Sheep,AnteMortem,Trauma - Fracture/Dislocations,2018-06,England,3,614959,142,0
Sheep,AnteMortem,Trauma - Fracture/Dislocations,2018-04,Wales,2,151597,19,0.001
Sheep,AnteMortem,Trauma - Fracture/Dislocations,2018-05,Wales,3,183962,19,0.002
Sheep,AnteMortem,Trauma - Fracture/Dislocations,2018-06,Wales,2,182658,19,0.001
Sheep,AnteMortem,Trauma - Soft Tissue,2018-04,England,16,636003,141,0.003
Sheep,AnteMortem,Trauma - Soft Tissue,2018-05,England,38,692840,139,0.005
Sheep,AnteMortem,Trauma - Soft Tissue,2018-06,England,11,614959,142,0.002
Sheep,AnteMortem,Trauma - Soft Tissue,2018-04,Wales,12,151597,19,0.008
Sheep,AnteMortem,Trauma - Soft Tissue,2018-05,Wales,7,183962,19,0.004
Sheep,AnteMortem,Trauma - Soft Tissue,2018-06,Wales,1,182658,19,0.001
Sheep,Carcase,Abscess Forequarters,2018-04,England,5690,636003,141,0.895
Sheep,Carcase,Abscess Forequarters,2018-05,England,5796,692840,139,0.837
Sheep,Carcase,Abscess Forequarters,2018-06,England,5049,614959,142,0.821
Sheep,Carcase,Abscess Forequarters,2018-04,Wales,728,151597,19,0.48
Sheep,Carcase,Abscess Forequarters,2018-05,Wales,843,183962,19,0.458
